id,title,genre,point_avg
191.0,"Scarlet Letter, The (1995)",Drama,2.47
192.0,"Show, The (1995)",Documentary,3.0
193.0,Showgirls (1995),Drama,2.05
194.0,Smoke (1995),Drama,3.76
195.0,Something to Talk About (1995),Comedy|Drama|Romance,2.84
196.0,Species (1995),Horror|Sci-Fi,2.82
197.0,"Stars Fell on Henrietta, The (1995)",Drama,3.06
198.0,Strange Days (1995),Action|Crime|Sci-Fi,3.3
199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,3.81
200.0,"Tie That Binds, The (1995)",Thriller,2.42
201.0,Three Wishes (1995),Drama,2.64
202.0,Total Eclipse (1995),Drama|Romance,2.5
203.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.05
204.0,Under Siege 2: Dark Territory (1995),Action,2.92
205.0,Unstrung Heroes (1995),Comedy|Drama,3.61
206.0,Unzipped (1995),Documentary,3.67
207.0,"Walk in the Clouds, A (1995)",Drama|Romance,3.13
208.0,Waterworld (1995),Action|Adventure,2.63
209.0,White Man's Burden (1995),Drama,2.46
210.0,Wild Bill (1995),Western,3.15
211.0,"Browning Version, The (1994)",Drama,3.56
212.0,Bushwhacked (1995),Comedy,1.93
213.0,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,4.06
214.0,Before the Rain (Pred dozhdot) (1994),Drama,4.25
215.0,Before Sunrise (1995),Drama|Romance,3.81
216.0,Billy Madison (1995),Comedy,3.18
217.0,"Babysitter, The (1995)",Drama|Thriller,2.62
218.0,Boys on the Side (1995),Comedy|Drama,3.13
219.0,"Cure, The (1995)",Drama,3.18
220.0,Castle Freak (1995),Horror,1.82
222.0,Circle of Friends (1995),Drama|Romance,3.55
223.0,Clerks (1994),Comedy,3.95
224.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.39
225.0,Disclosure (1994),Drama|Thriller,3.17
226.0,Dream Man (1995),Thriller,2.0
227.0,Drop Zone (1994),Action,2.67
228.0,Destiny Turns on the Radio (1995),Comedy,2.15
229.0,Death and the Maiden (1994),Drama|Thriller,3.5
230.0,Dolores Claiborne (1994),Drama|Thriller,3.45
231.0,Dumb & Dumber (1994),Comedy,3.19
232.0,Eat Drink Man Woman (1994),Comedy|Drama,4.08
233.0,Exotica (1994),Drama,3.61
234.0,Exit to Eden (1994),Comedy,2.22
235.0,Ed Wood (1994),Comedy|Drama,3.7
236.0,French Kiss (1995),Comedy|Romance,3.3
237.0,Forget Paris (1995),Comedy|Romance,2.97
238.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,2.81
239.0,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,2.88
240.0,Hideaway (1995),Thriller,2.71
241.0,Fluke (1995),Children's|Drama,3.31
242.0,Farinelli: il castrato (1994),Drama|Musical,3.5
243.0,Gordy (1995),Comedy,2.1
244.0,Gumby: The Movie (1995),Animation|Children's,1.9
245.0,"Glass Shield, The (1994)",Crime|Drama,3.0
246.0,Hoop Dreams (1994),Documentary,4.19
247.0,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,3.87
248.0,Houseguest (1994),Comedy,2.91
249.0,Immortal Beloved (1994),Drama|Romance,3.76
250.0,Heavyweights (1994),Children's|Comedy,2.6
251.0,"Hunted, The (1995)",Action,3.28
252.0,I.Q. (1994),Comedy|Romance,3.27
253.0,Interview with the Vampire (1994),Drama|Horror,3.52
254.0,Jefferson in Paris (1995),Drama,3.08
255.0,"Jerky Boys, The (1994)",Comedy,2.06
256.0,Junior (1994),Comedy|Sci-Fi,2.65
257.0,Just Cause (1995),Mystery|Thriller,3.23
258.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,2.42
259.0,Kiss of Death (1995),Crime|Drama|Thriller,2.84
260.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,4.45
261.0,Little Women (1994),Drama,3.65
262.0,"Little Princess, A (1995)",Children's|Drama,3.87
263.0,Ladybird Ladybird (1994),Drama,3.86
264.0,"Enfer, L' (1994)",Drama,3.2
265.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,3.93
266.0,Legends of the Fall (1994),Drama|Romance|War|Western,3.43
267.0,Major Payne (1994),Comedy,2.73
268.0,Little Odessa (1994),Drama,3.37
269.0,My Crazy Life (Mi vida loca) (1993),Drama,3.53
270.0,Love Affair (1994),Drama|Romance,3.04
271.0,Losing Isaiah (1995),Drama,3.14
272.0,"Madness of King George, The (1994)",Drama,3.73
273.0,Mary Shelley's Frankenstein (1994),Drama|Horror,2.9
274.0,Man of the House (1995),Comedy,2.38
275.0,Mixed Nuts (1994),Comedy,2.54
276.0,Milk Money (1994),Comedy|Romance,2.69
277.0,Miracle on 34th Street (1994),Drama,3.18
278.0,Miami Rhapsody (1995),Comedy,2.75
279.0,My Family (1995),Drama,3.72
280.0,Murder in the First (1995),Drama|Thriller,3.57
281.0,Nobody's Fool (1994),Drama,3.65
282.0,Nell (1994),Drama,3.22
283.0,New Jersey Drive (1995),Crime|Drama,3.0
284.0,New York Cop (1996),Action|Crime,
285.0,Beyond Bedlam (1993),Drama|Horror,
286.0,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,3.0
287.0,Nina Takes a Lover (1994),Comedy|Romance,2.9
288.0,Natural Born Killers (1994),Action|Thriller,3.14
289.0,Only You (1994),Comedy|Romance,3.34
290.0,Once Were Warriors (1994),Crime|Drama,3.92
291.0,Poison Ivy II (1995),Thriller,2.21
292.0,Outbreak (1995),Action|Drama|Thriller,3.27
293.0,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,4.11
294.0,"Perez Family, The (1995)",Comedy|Romance,3.1
295.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.76
296.0,Pulp Fiction (1994),Crime|Drama,4.28
297.0,Panther (1995),Drama,3.11
298.0,Pushing Hands (1992),Comedy,3.91
299.0,Priest (1994),Drama,3.66
300.0,Quiz Show (1994),Drama,3.76
301.0,Picture Bride (1995),Drama|Romance,3.3
302.0,Queen Margot (La Reine Margot) (1994),Drama|Romance,3.81
303.0,"Quick and the Dead, The (1995)",Action|Adventure|Western,2.98
304.0,Roommates (1995),Comedy|Drama,3.14
305.0,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.5
306.0,Three Colors: Red (1994),Drama,4.23
307.0,Three Colors: Blue (1993),Drama,4.1
308.0,Three Colors: White (1994),Drama,3.97
309.0,"Red Firecracker, Green Firecracker (1994)",Drama,3.69
310.0,Rent-a-Kid (1995),Comedy,2.67
311.0,Relative Fear (1994),Horror|Thriller,3.0
312.0,Stuart Saves His Family (1995),Comedy,2.44
313.0,"Swan Princess, The (1994)",Animation|Children's,2.89
314.0,"Secret of Roan Inish, The (1994)",Drama,3.85
315.0,"Specialist, The (1994)",Action,2.65
316.0,Stargate (1994),Action|Adventure|Sci-Fi,3.49
317.0,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,3.19
318.0,"Shawshank Redemption, The (1994)",Drama,4.55
319.0,Shallow Grave (1994),Thriller,3.89
320.0,Suture (1993),Film-Noir|Thriller,3.41
321.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.75
322.0,Swimming with Sharks (1995),Comedy|Drama,3.71
324.0,"Sum of Us, The (1994)",Comedy,3.97
325.0,National Lampoon's Senior Trip (1995),Comedy,2.45
326.0,To Live (Huozhe) (1994),Drama,4.34
327.0,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,2.61
328.0,Tales From the Crypt Presents: Demon Knight (1995),Horror,3.11
329.0,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,3.38
330.0,Tales from the Hood (1995),Comedy|Horror,2.73
331.0,Tom & Viv (1994),Drama,3.1
332.0,Village of the Damned (1995),Horror|Sci-Fi,2.55
333.0,Tommy Boy (1995),Comedy,3.5
334.0,Vanya on 42nd Street (1994),Drama,3.86
335.0,"Underneath, The (1995)",Mystery|Thriller,3.49
336.0,"Walking Dead, The (1995)",Drama|War,2.68
337.0,What's Eating Gilbert Grape (1993),Drama,3.84
338.0,Virtuosity (1995),Sci-Fi|Thriller,2.88
339.0,While You Were Sleeping (1995),Comedy|Romance,3.5
340.0,"War, The (1994)",Adventure|Drama,3.27
341.0,Double Happiness (1994),Drama,3.84
342.0,Muriel's Wedding (1994),Comedy|Romance,3.68
343.0,"Baby-Sitters Club, The (1995)",Children's,2.43
344.0,Ace Ventura: Pet Detective (1994),Comedy,3.15
345.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.81
346.0,Backbeat (1993),Drama|Musical,3.53
347.0,Bitter Moon (1992),Drama,3.17
348.0,Bullets Over Broadway (1994),Comedy,3.7
349.0,Clear and Present Danger (1994),Action|Adventure|Thriller,3.73
350.0,"Client, The (1994)",Drama|Mystery|Thriller,3.39
351.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.34
352.0,Crooklyn (1994),Comedy,3.13
353.0,"Crow, The (1994)",Action|Romance|Thriller,3.45
354.0,Cobb (1994),Drama,3.18
355.0,"Flintstones, The (1994)",Children's|Comedy,2.35
356.0,Forrest Gump (1994),Comedy|Romance|War,4.09
357.0,Four Weddings and a Funeral (1994),Comedy|Romance,3.74
358.0,Higher Learning (1995),Drama,3.17
359.0,I Like It Like That (1994),Comedy|Drama|Romance,3.21
360.0,I Love Trouble (1994),Action|Comedy,2.5
361.0,It Could Happen to You (1994),Drama|Romance,3.42
362.0,"Jungle Book, The (1994)",Adventure|Children's|Romance,3.36
363.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,4.26
364.0,"Lion King, The (1994)",Animation|Children's|Musical,3.86
365.0,Little Buddha (1993),Drama,3.17
366.0,Wes Craven's New Nightmare (1994),Horror,2.82
367.0,"Mask, The (1994)",Comedy|Crime|Fantasy,3.28
368.0,Maverick (1994),Action|Comedy|Western,3.52
369.0,Mrs. Parker and the Vicious Circle (1994),Drama,3.31
370.0,Naked Gun 33 1/3: The Final Insult (1994),Comedy,2.9
371.0,"Paper, The (1994)",Comedy|Drama,3.18
372.0,Reality Bites (1994),Comedy|Drama,3.15
373.0,Red Rock West (1992),Thriller,3.86
374.0,Richie Rich (1994),Children's|Comedy,2.11
375.0,Safe Passage (1994),Drama,3.29
376.0,"River Wild, The (1994)",Action|Thriller,3.25
377.0,Speed (1994),Action|Romance|Thriller,3.57
378.0,Speechless (1994),Comedy|Romance,2.89
379.0,Timecop (1994),Action|Sci-Fi,2.89
380.0,True Lies (1994),Action|Adventure|Comedy|Romance,3.63
381.0,When a Man Loves a Woman (1994),Drama,3.26
382.0,Wolf (1994),Drama|Horror,2.93
383.0,Wyatt Earp (1994),Western,3.27
384.0,Bad Company (1995),Action,2.9
385.0,"Man of No Importance, A (1994)",Drama,3.4
386.0,S.F.W. (1994),Drama,2.6
387.0,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.75
388.0,Boys Life (1995),Drama,3.64
389.0,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.7
390.0,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,3.54
391.0,Jason's Lyric (1994),Crime|Drama,3.28
392.0,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,2.8
393.0,Street Fighter (1994),Action,1.86
394.0,Coldblooded (1995),Action,3.67
395.0,Desert Winds (1995),Drama,
396.0,Fall Time (1995),Drama,4.0
397.0,"Fear, The (1995)",Horror,2.42
398.0,Frank and Ollie (1995),Documentary,4.0
399.0,Girl in the Cadillac (1995),Drama,
400.0,Homage (1995),Drama,
401.0,Mirage (1995),Action|Thriller,3.0
402.0,Open Season (1996),Comedy,3.0
403.0,Two Crimes (1995),Comedy|Crime|Drama,
404.0,Brother Minister: The Assassination of Malcolm X (1994),Documentary,3.75
405.0,Highlander III: The Sorcerer (1994),Action|Sci-Fi,2.12
406.0,Federal Hill (1994),Drama,3.62
407.0,In the Mouth of Madness (1995),Horror|Thriller,2.91
408.0,8 Seconds (1994),Drama,3.32
409.0,Above the Rim (1994),Drama,3.02
410.0,Addams Family Values (1993),Comedy,2.91
411.0,You So Crazy (1994),Comedy,2.62
412.0,"Age of Innocence, The (1993)",Drama,3.56
413.0,Airheads (1994),Comedy,2.53
414.0,"Air Up There, The (1994)",Comedy,2.66
415.0,Another Stakeout (1993),Comedy|Thriller,2.48
416.0,Bad Girls (1994),Western,2.43
417.0,Barcelona (1994),Comedy|Romance,3.49
418.0,Being Human (1993),Drama,2.52
419.0,"Beverly Hillbillies, The (1993)",Comedy,2.19
420.0,Beverly Hills Cop III (1994),Action|Comedy,2.51
421.0,Black Beauty (1994),Adventure|Children's,3.36
422.0,Blink (1994),Thriller,3.12
423.0,Blown Away (1994),Action|Thriller,3.11
424.0,Blue Chips (1994),Drama,2.6
425.0,Blue Sky (1994),Drama|Romance,3.61
426.0,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.08
427.0,Boxing Helena (1993),Mystery|Romance|Thriller,2.37
428.0,"Bronx Tale, A (1993)",Drama,3.93
429.0,Cabin Boy (1994),Comedy,2.38
430.0,Calendar Girl (1993),Drama,2.42
431.0,Carlito's Way (1993),Crime|Drama,3.69
432.0,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,2.58
433.0,Clean Slate (1994),Comedy,2.79
434.0,Cliffhanger (1993),Action|Adventure|Crime,3.08
435.0,Coneheads (1993),Comedy|Sci-Fi,2.61
436.0,Color of Night (1994),Drama|Thriller,2.65
437.0,Cops and Robbersons (1994),Comedy,2.05
438.0,"Cowboy Way, The (1994)",Action|Comedy,2.62
439.0,Dangerous Game (1993),Drama,4.5
440.0,Dave (1993),Comedy|Romance,3.81
441.0,Dazed and Confused (1993),Comedy,3.69
442.0,Demolition Man (1993),Action|Sci-Fi,2.99
443.0,"Endless Summer 2, The (1994)",Documentary,3.39
444.0,Even Cowgirls Get the Blues (1993),Comedy|Romance,2.3
445.0,Fatal Instinct (1993),Comedy,2.61
446.0,Farewell My Concubine (1993),Drama|Romance,4.08
447.0,"Favor, The (1994)",Comedy|Romance,2.48
448.0,Fearless (1993),Drama,3.6
449.0,Fear of a Black Hat (1993),Comedy,3.66
450.0,With Honors (1994),Comedy|Drama,3.28
451.0,Flesh and Bone (1993),Drama|Mystery|Romance,3.15
452.0,Widows' Peak (1994),Drama,3.29
453.0,For Love or Money (1993),Comedy,3.22
454.0,"Firm, The (1993)",Drama|Thriller,3.55
455.0,Free Willy (1993),Adventure|Children's|Drama,2.59
456.0,Fresh (1994),Drama,4.0
457.0,"Fugitive, The (1993)",Action|Thriller,4.1
458.0,Geronimo: An American Legend (1993),Drama|Western,3.28
459.0,"Getaway, The (1994)",Action,2.83
460.0,Getting Even with Dad (1994),Comedy,2.26
461.0,Go Fish (1994),Drama|Romance,3.28
462.0,"Good Man in Africa, A (1994)",Action|Adventure,2.64
463.0,Guilty as Sin (1993),Crime|Drama|Thriller,2.74
464.0,Hard Target (1993),Action|Adventure|Crime|Thriller,2.78
465.0,Heaven & Earth (1993),Action|Drama|War,3.31
466.0,Hot Shots! Part Deux (1993),Action|Comedy|War,2.8
467.0,Live Nude Girls (1995),Comedy,3.2
468.0,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,3.27
469.0,"House of the Spirits, The (1993)",Drama|Romance,2.96
470.0,House Party 3 (1994),Comedy,1.74
471.0,"Hudsucker Proxy, The (1994)",Comedy|Romance,3.63
472.0,I'll Do Anything (1994),Comedy|Drama,2.7
473.0,In the Army Now (1994),Comedy|War,2.23
474.0,In the Line of Fire (1993),Action|Thriller,3.83
475.0,In the Name of the Father (1993),Drama,3.9
476.0,"Inkwell, The (1994)",Comedy|Drama,2.69
477.0,What's Love Got to Do with It? (1993),Drama,3.47
478.0,Jimmy Hollywood (1994),Comedy,2.46
479.0,Judgment Night (1993),Action,2.8
480.0,Jurassic Park (1993),Action|Adventure|Sci-Fi,3.76
481.0,Kalifornia (1993),Drama|Thriller,3.38
482.0,Killing Zoe (1994),Thriller,3.53
483.0,King of the Hill (1993),Drama,3.74
484.0,Lassie (1994),Adventure|Children's,2.66
485.0,Last Action Hero (1993),Action|Comedy,2.51
486.0,Life with Mikey (1993),Comedy,2.81
487.0,Lightning Jack (1994),Comedy|Western,2.61
488.0,M. Butterfly (1993),Drama,3.38
489.0,Made in America (1993),Comedy,2.47
490.0,Malice (1993),Thriller,3.32
491.0,"Man Without a Face, The (1993)",Drama,3.32
492.0,Manhattan Murder Mystery (1993),Comedy|Mystery,3.72
493.0,Menace II Society (1993),Action|Crime|Drama,3.61
494.0,Executive Decision (1996),Action|Thriller,3.35
495.0,In the Realm of the Senses (Ai no corrida) (1976),Drama,3.38
496.0,What Happened Was... (1994),Comedy|Drama|Romance,3.22
497.0,Much Ado About Nothing (1993),Comedy|Romance,4.0
498.0,Mr. Jones (1993),Drama|Romance,2.74
499.0,Mr. Wonderful (1993),Comedy|Romance,2.76
500.0,Mrs. Doubtfire (1993),Comedy,3.42
501.0,Naked (1993),Drama,3.61
502.0,"Next Karate Kid, The (1994)",Action|Children's,1.94
503.0,"New Age, The (1994)",Drama,3.69
